date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,type_of_traveller,aircraft,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2016-07-09,A pleasure flying with indigo,10.0,flew from mumbai to bhubaneswar with indigo. the flight arrived and departed on time. the interior is also well maintained and the seats are quite comfortable. the cabin crew are very polite and listens to one's problem very patiently. the landing was a smooth one and the pilot kept us well-informed about the delays. the food was delicious and it was a very enjoyable flight. i will have a pleasure flying with indigo again.,Economy Class,1,True,141,1.0,1.0,1.0,Not informed,Family Leisure,A320,BOM to BBI,March 2016,1.0,Not informed,IndiGo,India,False
2016-07-28,Punctual and crews very attentive,8.0,"delhi to bangalore return with indigo. used the airline twice in the month. very punctual and crews very attentive, which makes the service very pleasing. expanded food menu is a good development. the seats are a let down though , as it is not comfortable for a six-footer like me and that when journey is almost 2.5 hours.",Economy Class,1,True,142,1.0,1.0,1.0,Not informed,Business,A320,DEL to BLR,July 2016,1.0,Not informed,IndiGo,India,False
2016-07-30,Crew have a very welcoming nature,10.0,jammu to mumbai via srinagar with indigo. it was a very pleasant flight and the cabin crew have a very welcoming nature. cleanliness is well-maintained in all the aircrafts and the food tasted fantastic. the landing and takeoff are very smooth all the time. the restrooms do not smell like other airlines and the overall flight experience was amazing. i will definitely opt for it again.,Economy Class,1,True,143,1.0,1.0,1.0,Not informed,Business,A320-232,IXJ to BOM via SXR,July 2016,1.0,Not informed,IndiGo,India,False
2016-09-10,Best domestic airline of india,10.0,mumbai to bangalore. indigo is the best domestic airline of india. the seats were very comfortable and the food was excellent. the cabin crew were polite and had a welcoming nature. the pilot kept us well-informed about the delays. the takeoff and landing was a smooth one. i had an amazing experience with this airline and would keep on travelling with them.,Economy Class,1,True,144,1.0,1.0,1.0,Not informed,Solo Leisure,A320,BOM to BLR,September 2016,1.0,Not informed,IndiGo,India,False
2016-09-11,Flight experience was fantastic,10.0,flew from mumbai to bangalore with indigo. as we entered the aircraft we were warmly welcomed. though we had to buy food but it didn't create any issues. the food tasted fantastic and seats were quite comfortable. the cabin crew was polite.  overall flight experience was fantastic and i would keep travelling with them.,Economy Class,1,True,145,1.0,1.0,1.0,Not informed,Family Leisure,A320,BLR to BOM,September 2016,1.0,Not informed,IndiGo,India,False
2016-09-22,Overall experience is awesome,10.0,bangalore to mumbai. every time i travel with indigo i have no complaints with it. the cabin crew are polite and have a welcoming nature. followed by the warm welcome was the smooth takeoff. the legroom was fantastic and the seats also wide enough. the food was hot and delicious. the landing was a smooth one and the overall experience is awesome.,Economy Class,1,True,146,1.0,1.0,1.0,Not informed,Solo Leisure,A320,BLR to BOM,September 2016,1.0,Not informed,IndiGo,India,False
2016-09-23,Overall flight was very enjoyable,10.0,"mumbai to goa by indigo. check-in was quite easy. we were warmly welcomed by the cabin crew. cleanliness had been maintained on this aircraft. the seats were very comfortable and the legroom was fantastic. the overall flight was very enjoyable, and i will have a pleasure flying with indigo again.",Economy Class,1,True,147,1.0,1.0,1.0,Not informed,Solo Leisure,A320,BOM to GOA,February 2016,1.0,Not informed,IndiGo,India,False
2016-09-26,A great flight experience,10.0,flew from mumbai to bangalore with indigo. the check-in was good and everything went smoothly. the flight departed and arrived on-time. the cabin crew are very polite. the cushioning of the seat was hard but it didn't create any issues. the food was served hot and was very delicious. had a great flight experience with indigo.,Economy Class,1,True,148,1.0,1.0,1.0,1.0,Solo Leisure,A320,BOM to BLR,September 2016,1.0,Not informed,IndiGo,India,False
2016-10-29,Staff was nice and helpful,9.0,"great airline. i had 3 domestic flights with indigo: udaipur-mumbai, mumbai-goa and goa-delhi. booking in its website was easy and prices were competetive. check-in at the airports was easy and fast - indigo had many counters open in all 3 airports. flights departured with no delays of more than 5 minutes. the airplanes looked new and very clean. staff was nice and helpful. on two occasions i ordered a sandwich (about 250 rupees) which was quiet tasty to my surprise. the only downside that i can think of is that the seats are not very comfortable, but it's a low cost airline and flights usually last only 1-2 hours, so it's not such a big deal. highly recommended.",Economy Class,1,True,149,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,GOI to DEL,October 2016,1.0,Not informed,IndiGo,India,False
2016-10-31,Personal favourite for short flights,6.0,Not informed,Economy Class,1,True,150,1.0,1.0,1.0,Not informed,Family Leisure,A320,IXR to CCU,August 2016,1.0,Not informed,IndiGo,India,False
2016-11-03,Disappointing and sad experience,5.0,"indigo mumbai to delhi return. the outward journey started with a smooth and easy check in at mumbai. flight on time. the aircraft was clean and as per indigo standards. what was very poor on this flight was the crew. the leading stewardess in particular seemed to sit and do not much while the other crew worked. shame to see indigo crew standards falling. it was also a morning flight but they had none of the breakfast options available - ramen noodles were my best option. return flight had a great crew but the delhi airport check in was a nightmare. long lines, people cutting lines. no indigo crew to help. quite a disappointing and sad experience. the days of looking for indigo flights to book may be over.",Economy Class,1,False,151,1.0,1.0,1.0,Not informed,Business,A320,BOM to DEL,October 2016,1.0,Not informed,IndiGo,India,False
2016-11-15,Staff truly inexperienced,5.0,Not informed,Economy Class,1,True,152,1.0,1.0,1.0,Not informed,Business,Not informed,BLR to NAG,July 2016,1.0,Not informed,IndiGo,India,False
2016-11-17,Inflight service impeccable,8.0,Not informed,Economy Class,1,True,153,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,BKK to PNQ via CCU,November 2016,1.0,Not informed,IndiGo,India,False
2016-11-18,A loyal traveller with indigo,9.0,delhi to port blair via kolkata. indigo used to be my best option because of its on time schedule. but due to a few problems and  delays i chose other options like vistara. on 12th november 2016 i again chose indigo for a family holiday in port blair from delhi. i was very happy and satisfied with all the services. even the flight was ahead of its schedule and the cabin crew was warm and the hospitality was just amazing. i'm again a loyal traveller with indigo now.,Economy Class,1,True,154,1.0,1.0,1.0,Not informed,Family Leisure,A320,DEL to IXZ via CCU,November 2016,1.0,Not informed,IndiGo,India,False
2016-12-08,Did not have thai immigration forms,9.0,Not informed,Economy Class,1,True,155,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,PNQ to BKK via CCU,December 2016,1.0,Not informed,IndiGo,India,False
2016-12-20,Only as a last option,1.0,"i have been having consistent horrible experiences with indigo regarding delays. i was travelling from cochin to bangalore - the flight was supposed to depart at 8.45 pm and it departed the next morning at 2.05 am. a week later, i was returning from trivandrum to bangalore - the flight was supposed to depart at 8.15 pm and it departed the next morning at 12.05 am. today, my wife was supposed to travel to chennai from bangalore. the departure time is 7.20 am, the revised departure is at 9:15 am. indigo used to be consistently punctual. when i speak to the staff, i hear that the fleet is overbooked and you are trying to optimize. i will look at indigo only as a last option.",Economy Class,1,False,156,1.0,1.0,1.0,Not informed,Business,Not informed,COK to BLR,December 2016,1.0,Not informed,IndiGo,India,False
2016-12-23,On time and comfortable,8.0,"delhi to hyderabad with indigo. my flight was cancelled and i was moved to another flight. apart from this, everything was good apart from the cost of the meals. i didn't find the coffee and noodles too special and weren't great. new flight was on time and comfortable. not much to talk about but was good as far as the budget airline tag goes.",Economy Class,1,True,157,1.0,1.0,1.0,Not informed,Solo Leisure,A320,DEL to HYD,December 2016,1.0,Not informed,IndiGo,India,False
2017-01-02,Handling of baggage was horrible,1.0,hyderabad to chennai. i had the worst experience flying with indigo airlines. the flight was delayed by 2 hours and adding to that handling of baggage was horrible. baggage of 6 flights was released on a single belt at the same time. it took almost 1 hour to find the baggage and to find the baggage i had to make my way through 1000s of passengers waiting for their baggage. when contacted customer service they didn't have the contact info of indigo go personal in the airport.,Economy Class,1,False,158,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,HYD to MAA,January 2017,1.0,Not informed,IndiGo,India,False
2017-01-14,Good on-time airline,9.0,indigo is my preferred airline on the dubai to mumbai route - especially when not carrying checked in baggage. good on-time airline and good flight timings. courteous and mostly well trained staff - no inflight entertainment. food and drinks paid as it's a budget airline.,Economy Class,1,True,159,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,BOM to DXB,December 2016,1.0,1.0,IndiGo,India,False
2017-01-21,They divide our family,2.0,"rachi to vadodara via delhi. one day prior to my flight indigo changed my flight time, and worst part they divided our family of four into 3 and 1. three of us has one flight and time and single member has another flight with a different time for the same destination on the same day. and when i was travelling many seats were vacant, why they didn't know.",Economy Class,1,False,160,1.0,1.0,Not informed,1.0,Family Leisure,A320,IXR to BDQ via DEL,January 2017,1.0,Not informed,IndiGo,India,False
2017-01-30,Not value for money,2.0,"indore to delhi. staff at airport are pretty rude, i had 1 check-in luggage and no hand luggage. my check-in luggage weight was 16.7kg. that lady was asking me to pay and when i said that i am not carrying any hand luggage still they said you can take out stuff and carry on hand luggage. i have been traveling with indigo for 7 years, they are getting worse and not value for money.",Economy Class,1,False,161,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Indore to Delhi,January 2017,1.0,Not informed,IndiGo,India,False
2017-02-17,Cabin seemed neat and clean,10.0,"flew from mumbai to bhubaneswar with indigo. it was the first time i was traveling in an a320neo aircraft so was quite excited about it. at the airport check-in was done smoothly without standing in any queue. while boarding the aircraft the cabin crew welcomed us with their smiling faces. the aircraft cabin seemed neat and clean. the lavatories were clean. the seats were quite comfortable and wide. the legroom was quite good. the food menu consisted of sandwiches, instant biryanis as well as instant noodles. i decided to go for sandwiches. they tasted good. the flight departed on time but arrived 20 minutes before the scheduled time of arrival. really it was a pleasure traveling with them.",Economy Class,1,True,162,1.0,1.0,1.0,1.0,Business,A320,Mumbai to Bhubaneswar,December 2016,1.0,Not informed,IndiGo,India,False
2017-02-17,Recommend this airline,10.0,bengaluru to mumbai by indigo airlines. the check-in was quite comfortable. we were welcomed warmly by the cabin crew while boarding the aircraft. the aircraft seemed clean as compared to other airlines in india. the lavatories were also well maintained without any faul smell. the seats had a very soft cushioning hence it made quite a comfortable journey for us and were also wide. though we had to buy food but it did not create any issues. their food tasted fantastic. the flight departed and arrived on time. the landing and takeoff were very smooth. i recommend this airline and always a pleasure.,Economy Class,1,True,163,1.0,1.0,1.0,1.0,Solo Leisure,A320,Bengaluru to Mumbai,September 2016,1.0,1.0,IndiGo,India,False
2017-03-23,Departure and arrival was on time,8.0,"flew indigo from jaipur to kolkata. take off and landing was smooth. departure and arrival was on time. seats were comfortable. check-in was done smoothly. while boarding the aircraft the cabin crew welcomed us but not with their smiling faces. when i saw the air hostess serving water i asked for a glass of water, she didn't give me one but instead carried on serving water to other passengers even though i had asked before anyone else. on asking again twice, she replied twice ""i'll come back"". after that, i was given glass of water.",Economy Class,1,False,164,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Jaipur to Kolkata,March 2017,1.0,Not informed,IndiGo,India,False
2017-05-21,Comfort might be a difficulty,4.0,"delhi to mumbai on indigo airbus a321. had taken this evening flight and as we had checked in online, we went to the airport directly. however, it was observed that we still had to get a copy of the boarding pass from the check in kiosks which was surprising because normally with the online boarding passes, there should not be any need to get the printout from the kiosks. this issue was not observed in my previous flight with another airline. the flight was on time with just a slight 10 minute delay in departure. the seats onboard were slightly cramped and if someone has a slightly bigger frame, then comfort might be a difficulty. as this is a low cost carrier, meals and snacks such as sandwiches (both veg and non-vegetarian), tea/coffee and cup noodles were offered. as i had booked this flight with a corporate meal, a chicken sandwich and juice was offered 30 minutes after takeoff. the sandwich was a bit on the colder side but tasty nevertheless and the juice was also given in a can. after the snack, unfortunately the passenger in front of me had reclined his seat so as a result, it got even more cramped. to be fair to the crew, they were quite presentable and they performed their tasks with great efficiency. flight was on time and while exiting the aircraft, the crew were quite polite and thanked the passengers. the positive was the crews friendly attitude and efficiency. on the downside perhaps it can be said that if one is of a bigger frame, the conditions can get slightly cramped and so on longer flights this can be a problem. their in-flight magazine hello 6e had some articles but was by and large, an in-shop magazine. would i fly with them again? maybe on very short routes which are dirt cheap, but would rather prefer the full service carriers instead.",Economy Class,1,False,165,1.0,1.0,1.0,1.0,Solo Leisure,A320,Delhi to Mumbai,May 2017,1.0,Not informed,IndiGo,India,False
2017-06-01,The flight crew were good,5.0,"flew indigo from bhubaneswar to chennai. travel was good, the flight crew were good too. the flight was on time. however there a strange high pitched sound just before take off which lasted for 5-10 minutes and the ac stopped working until the flight took off. the sound was again heard during landing too. the baggage at conveyer belt after the flight landed was messed up. on the same belt there was back to back baggage for 3 flights which was cumbersome and troublesome. i had to stand at the belt for an hour waiting to receive my luggage, it was very crowded with people looking for bags. ground service was poor.",Economy Class,1,False,166,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Bhubaneswar to Chennai,May 2017,1.0,Not informed,IndiGo,India,False
