date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2014-02-11,IndiGo customer review,3,Flight 6E 284 from Chennai to Delhi on 6th Feb 2014. I took the morning flight at 8.20 am this meant that I did not have my breakfast before the flight. The flight duration to Delhi is 150 minutes. I wanted to have my breakfast on the flight I was waiting with my purse in my hand. The air hostesses were slow and inefficient to say the least. They just walked past me and did not ask if wanted anything. They simply pushed the trolley past and went and sat down. I gave up and sat extremely hungry and frustrated.,Economy Class,2,no,75,3,2,1,1,,,,,,,IndiGo,India
2014-02-20,IndiGo customer review,1,I recently travelled on an Indigo flight from Delhi to Mumbai. My printed ticket stated that I was allowed to carry one checked in bag of 15 Kgs one cabin bag of 7 Kgs and in addition a laptop bag. However during check in I was asked to weigh all three pieces (suitcase cabin bag and laptop) and was told that the cabin baggage allowance was only a total of 7 Kgs which includes laptop bag shopping bags and cabin bag. So please note that if you decide to travel with Indigo airlines you are only allowed one suitcase of 15Kgs and all your cabin bags (laptop shopping bags and cabin bag) should not exceed 7 Kgs. Moreover what is printed on the ticket makes no difference to them.,Economy Class,1,no,76,1,1,1,1,,,,,,,IndiGo,India
2014-02-26,IndiGo customer review,10,Chennai - Mumbai and back. On time departure clean aircraft efficient cabin crew and on-time arrival. No wonder that they are the most preferred airline for domestic travel within India.,Economy Class,5,yes,77,3,5,4,1,,,,,,,IndiGo,India
2014-03-05,IndiGo customer review,8,Last week I flew from BOM to Goa and return. Both flights were slightly delayed (ca 15 mins) but the quality of the service has compensated for these minor delays. The planes are new offering ample legroom - on the flight back we were offered emergency exit seats with no extra fee- which was really nice of them. This flight is really short- ca 37 mins from take-off to touch-down so not much time to offer paid (or pre-paid) meals. In general comparing to European 'no frills' airlines IndiGo presents generally a better offering and service.,Economy Class,4,yes,78,5,5,N/A,N/A,,,,,,,IndiGo,India
2014-03-13,IndiGo customer review,,Kept waiting for more then one hour in the plane to pick up some late comers. I am a frequent traveller from abroad and was on Goa - Ahmedabad flight on 27th February. It was 3.25pm but took off after 4.30. The onboard crew or flight deck crew were not bothered about other passengers. The passengers we waited for had booked 150 seats. I was sitting right in the front seat in row 1 so could hear what was said. There was no apology from the crew or cabin staff. When we landed at Ahmedabad airport we reported to the ground staff. We were asked to complain to the customer service knowing there will be no outcome. It was first time I had travelled Indigo who boast of their punctuality. Never again.,Economy Class,3,no,79,3,1,1,N/A,,,,,,,IndiGo,India
2014-03-29,IndiGo customer review,10,Flew Delhi-Chennai-Coimbatore in December with family. Check-in was swift and they even allowed little more luggage for our family. I had pre-booked meals and front seats. Non Veg food is served at room temperature which should be provided hot. Staff were friendly and flight was comfortable. I will definitely fly Indigo again.,Economy Class,5,yes,80,5,4,4,3,,,,,,,IndiGo,India
2014-03-30,IndiGo customer review,10,Flew MAA-AMD on Indigo 6e-237. Check in went smoothly the flight was on time it was clean and appeared new and had ample legroom. The food was delicious. The flight crew were quick and efficient. Overall good experience and no problems. Would fly Indigo again.,Economy Class,5,yes,81,4,4,5,N/A,,,,,,,IndiGo,India
2014-05-03,IndiGo customer review,9,Flew BOM to Goa return and BOM to Delhi. The Goa flights were rescheduled many times and we got constant updates by SMS many weeks in advance. Check in at Bombay was smooth with the web check in counter being empty. Flights on time and service was good.,Economy Class,5,yes,82,4,4,4,N/A,,,,,,,IndiGo,India
2014-07-22,IndiGo customer review,8,Flew Chennai Jaipur and return. Efficient service good value and organization from a cut price carrier. New clean aircraft friendly staff. Only problem was that out first booking had not actually been confirmed despite us having a booking number. I received nothing from Indigo to tell me this and I missed the small print on my booking. With an 30 minutes to spare a very helpful groundstaff person went to a lot of trouble to get us new bookings and got us the last seats on our flight. Brickbats for not providing better info re the not confirmed booking (we still don't know why) but kudos to the staff member who helped us in Chennai airport.,Economy Class,4,yes,83,3,4,N/A,N/A,,,,,,,IndiGo,India
2014-08-06,IndiGo customer review,9,I flew with them from Bangalore to Pune recently. Ground staff at Bangalore airport were a bit disorganized but managed to get us on board fast. Seat was fairly ok but if you are a large person you will feel very uncomfortable as the armrests on this airline did not go up. After take off we were offered drinks despite Indigo being a budget airline. I felt a little hungry halfway through the flight and I manger to get a packet of chips for a cheap price. After which we landed in Pune fresh and nourished. Overall Indigo I feel has service that is better than any other budget airline that I knew.,Economy Class,5,yes,84,3,4,3,N/A,,,,,,,IndiGo,India
2014-08-11,IndiGo customer review,8,I quite often travel from Pune to Nagpur and I would always prefer Indigo over other budget airlines. The ground staff and flight crew is humble and helpful and they give you good attention when needed. Flight crew seems well trained and organized compared to crew of other airlines. In-flight food options are good and inexpensive. They serve coffee unlike GoAir. Ticket pricing is better than competition.,Economy Class,4,yes,85,3,4,4,N/A,,,,,,,IndiGo,India
2014-09-01,IndiGo customer review,10,Flew from Delhi to Coimbatore and then from Chennai to Kolkata. This is an outstanding low-cost airline. I couldn't really find any fault with them! All staff were very friendly professional and helpful the planes were modern and spotless the captain gave informative and friendly announcements before during and after the flight the food and drinks were good quality and reasonably priced; and the inflight magazine was well-produced. In Delhi we got stuck in a traffic jam caused by a sudden storm and so we only arrived at the aiport about 10 minutes before the flight. We assumed that we would miss the flight and have to make a plan B but the excellent and helpful staff quickly issued us boarding passes and rushed us to the plane so we still got away on time.,Economy Class,5,yes,86,4,5,4,5,,,,,,,IndiGo,India
2014-09-14,IndiGo customer review,10,Flew from Goa - Delhi on 11 Aug 2014 Flight on time. Nice and clean aircraft. Wide range of snacks available for purchase though rates were exorbitant. The only negative point would be air hostesses being less interactive and involved.,Economy Class,5,yes,87,5,5,5,5,,,,,,,IndiGo,India
2014-10-12,IndiGo customer review,1,Flight 6E 473 from Mumbai to Bangalore was delayed by 12 minutes at 22.02 HRS due to weather conditions en-route to Bangalore. However it took the airline 42 minutes to deliver baggage - first bag was delivered at 22.42 hrs! Bangalore Airport is very efficient and I have not experienced baggage delays in the past 3 years - both domestic and international flights. This delay was primarily due to inefficiency and bad co-ordination amongst the ground staff. Today IndiGo Airlines ground staff were pathetic and inactive - they repeated baggage will be on belt in 2 minutes while it actually took over 40 minutes. No supervisory staff were available to address the issue. Rain had stopped when this flight landed. Since this flight had no aerobridge facility we had to disembark from the flight - walk down an uncovered ramp into the bus. None of us were wet - but airline ground staff observed heavy rain to delay baggage delivery by 40 minute! Indigo Flight 6E 412 from Kochi to Bangalore landed at 22.06 hrs even this flight was late. But the last bag for this Indigo flight was on belt at 22.24 hrs. If the same airline can deliver bags for a flight that landed 4 minutes after the Mumbai-Bangalore flight how can they blame the weather system! I don't see any reason other than staff inefficiency and bad co-ordination for this delay.,Economy Class,1,no,88,4,1,1,1,,,,,,,IndiGo,India
2014-10-28,IndiGo customer review,10,Chennai to Bangalore. The flight took off from Chennai on time with the captain warning us beforehand that there was very heavy weather over Bangalore that he would try to avoid. We eventually got to Bangalore airspace and ended up circling for 20 minutes or more until the captain announced that the thunderstorm had passed and we could land before our fuel situation worsened. Reasonably comfortable seat and friendly crew possibly the most efficient LCC in the Indian skies at the moment and wouldn't hesitate to fly them again.,Economy Class,5,yes,89,4,5,N/A,N/A,,,,,,,IndiGo,India
