date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Type Of Traveller,Route,Date Flown,Aircraft,Ground Service,Wifi & Connectivity,airline_name,country
2013-10-30,Turkish Airlines customer review,7,"Edinburgh - Istanbul - Tel Aviv 18 October. EDI-IST flight on a very modern Boeing 737 lots of legroom (I'm 1.92m/6'3"" tall). Choice of hot meal IFE individual screens service okay. IST-TLV not so good - older Airbus A321 very cramped. The passenger in front of me simply had no room to recline his seat (and he tried). Food disappointing - cold chicken salad no choice. IFE individual screens.",Economy Class,1,1,1,1,1,yes,51,,,,,,,Turkish Airlines,Turkey
2013-11-05,Turkish Airlines customer review,8,Istanbul - Venice return. Both flights comfortable and on time with reasonable leg room. Having the seat-back screen and the movie playing right up to touchdown on the return flight was something new for us on this airline. The food as is usual with Turkish was very good and the service was good too although I wish they'd relax and be a bit more smiley. My husband needed a wheelchair with very little notice and they and both airports coped very efficiently and with kindness.,Economy Class,1,1,1,1,1,yes,52,,,,,,,Turkish Airlines,Turkey
2013-11-05,Turkish Airlines customer review,2,Flew JFK to IST to KTM on Oct 9th and returned on Oct 26 2013. The flight from JFK was late night scheduled 11.55pm but told from ticket counter check in that flight will be delayed 45 minutes. Actual delay was more than an hour. The staff service was poor. We arranged a special meal for my son but the food never came. We asked for it but they were talking each other and never communicated to us. We instead asked for regular meal for my son. Staff service from KTM to IST to JFK was horrible. We asked for water and it never came. We had to ask staff give us something to drink. The food was very bad and we were hungry for most of the time.,Economy Class,1,1,1,1,1,no,53,,,,,,,Turkish Airlines,Turkey
2013-11-05,Turkish Airlines customer review,8,Tel Aviv - Istanbul - Edinburgh. Both flights on older 737s - very little leg room IFE on small overhead screens too far away to see. I think IFE on the (short) Tel Aviv - Istanbul sector was a documentary about golf. Food on the Tel Aviv - Istanbul leg was a cold chicken salad Istanbul - Edinburgh was a warm breakfast. No choice. Service good. Flights early/punctual. Generally okay - much cheaper than the competition.,Economy Class,1,1,1,1,1,yes,54,,,,,,,Turkish Airlines,Turkey
2013-11-05,Turkish Airlines customer review,2,Flew JFK to IST to KTM on Oct 9th and returned on Oct 26 2013. The flight from JFK was late night scheduled 11.55pm but told from ticket counter check in that flight will be delayed 45 minutes. Actual delay was more than an hour. The staff service was poor. We arranged a special meal for my son but the food never came. We asked for it but they were talking each other and never communicated to us. We instead asked for regular meal for my son. Staff service from KTM to IST to JFK was horrible. We asked for water and it never came. We had to ask staff give us something to drink. The food was very bad and we were hungry for most of the time.,Economy Class,1,1,1,1,1,no,55,,,,,,,Turkish Airlines,Turkey
2013-11-05,Turkish Airlines customer review,2,Flew JFK to IST to KTM on Oct 9th and returned on Oct 26 2013. The flight from JFK was late night scheduled 11.55pm but told from ticket counter check in that flight will be delayed 45 minutes. Actual delay was more than an hour. The staff service was poor. We arranged a special meal for my son but the food never came. We asked for it but they were talking each other and never communicated to us. We instead asked for regular meal for my son. Staff service from KTM to IST to JFK was horrible. We asked for water and it never came. We had to ask staff give us something to drink. The food was very bad and we were hungry for most of the time.,Economy Class,1,1,1,1,1,no,56,,,,,,,Turkish Airlines,Turkey
2013-11-05,Turkish Airlines customer review,2,Flew JFK to IST to KTM on Oct 9th and returned on Oct 26 2013. The flight from JFK was late night scheduled 11.55pm but told from ticket counter check in that flight will be delayed 45 minutes. Actual delay was more than an hour. The staff service was poor. We arranged a special meal for my son but the food never came. We asked for it but they were talking each other and never communicated to us. We instead asked for regular meal for my son. Staff service from KTM to IST to JFK was horrible. We asked for water and it never came. We had to ask staff give us something to drink. The food was very bad and we were hungry for most of the time.,Economy Class,1,1,1,1,1,no,57,,,,,,,Turkish Airlines,Turkey
2013-11-10,Turkish Airlines customer review,9,Milas/Bodrum to IST at the end of October. The airport at Milas seems relatively new. Check in staff pleasant and efficient. Lounge was good for a regional airport. Cabin crew very good.,Business Class,1,1,1,1,1,yes,58,,,,,,,Turkish Airlines,Turkey
2013-11-14,Turkish Airlines customer review,5,Having an early morning meeting in CAN I booked a Business Class ticket but when I boarded they showed me to an economy seat saying business was full. Before my return flight I called the call center to try to resolve this and to not have this again. The woman could not speak English or German very well and was very rude. I asked her for her name and she hung up on me. I did have Business on return but still felt I had been conned into paying business for Eco class on the way out.,Business Class,1,1,1,1,1,no,59,,,,,,,Turkish Airlines,Turkey
2013-11-18,Turkish Airlines customer review,5,"Flew Turkish Airlines round trip from IAH to IST on a 777 in late October/early November 2013. The service and food were good. The entertainment system was very good. I had a personal video screen with good choices on movies including several recent ones. Also had games and TV shows. However the Wifi was not working on my return flight. The seat was very uncomfortable in economy. I am 5'10"" and my knees were up against the seat pocket. I have never seen so little leg room on an international flight. The plane was too warm. The plane did not have individual temperature or air adjustments.",Economy Class,1,1,1,1,1,no,60,,,,,,,Turkish Airlines,Turkey
2013-11-19,Turkish Airlines customer review,7,Flew from Zurich (ZRH) via Istanbul (IST) to Tokyo-Narita (NRT) and back. One of the flights got cancelled resulting in a 9-hours-stop-over in Istanbul. However the staff was very nice and helpful with rebooking to another flight. The flights were all comfortable nothing to complain about. The seats could be a little bit bigger. The food was good the entertainment on board during the flight from IST to NRT was very good with a good selection of movies. I would definitely recommend Turkish Airlines great value for the price!,Economy Class,1,1,1,1,1,yes,61,,,,,,,Turkish Airlines,Turkey
2013-11-20,Turkish Airlines customer review,10,Flew from Bangkok to Manchester on 16 November in business cabin on one of their Boeing 777 aircraft. The seating was fabulous I had my own private suite. The food was outstanding as were the cabin crew. If Turkish Airlines maintain this overall very high standard a five star rating would be awarded very soon. A delightful experience.,Business Class,1,1,1,1,1,yes,62,,,,,,,Turkish Airlines,Turkey
2013-11-21,Turkish Airlines customer review,5,I have flown Turkish Airlines several time this year and last! I have some current business in Turkey and Tanzania and used TA for these trips. The aircraft's were good the staff were good - couldn't fault them. However the food is the worst I have had on an aircraft. No more long flights with them! Only short so no need to eat.,Business Class,1,1,1,1,1,no,63,,,,,,,Turkish Airlines,Turkey
